url,final_url,path,http_status,in_sitemap,indexable,intentional_noindex,page_level_nofollow,dofollow_inlinks,nofollow_inlinks,total_inlinks,internal_outlinks,outlinks_to_3xx,outlinks_3xx_targets,lead_magnet_nofollow_pattern,issues,pass
https://www.kinexisdigital.com/es/privacy,https://www.kinexisdigital.com/es/privacy,/es/privacy,200,yes,yes,no,no,144,0,144,111,0,,no,,true
https://www.kinexisdigital.com/en/terms,https://www.kinexisdigital.com/en/terms,/en/terms,200,yes,yes,no,no,144,0,144,111,0,,no,,true
https://www.kinexisdigital.com/es/terms,https://www.kinexisdigital.com/es/terms,/es/terms,200,yes,yes,no,no,144,0,144,111,0,,no,,true
https://www.kinexisdigital.com/en/services/seo,https://www.kinexisdigital.com/en/services/seo,/en/services/seo,200,yes,yes,no,no,398,0,398,128,0,,no,,true
https://www.kinexisdigital.com/es/services/seo,https://www.kinexisdigital.com/es/services/seo,/es/services/seo,200,yes,yes,no,no,397,0,397,128,0,,no,,true
https://www.kinexisdigital.com/en/services/local-seo,https://www.kinexisdigital.com/en/services/local-seo,/en/services/local-seo,200,yes,yes,no,no,302,0,302,127,0,,no,,true
https://www.kinexisdigital.com/es/services/local-seo,https://www.kinexisdigital.com/es/services/local-seo,/es/services/local-seo,200,yes,yes,no,no,302,0,302,127,0,,no,,true
https://www.kinexisdigital.com/en/services/ppc-management,https://www.kinexisdigital.com/en/services/ppc-management,/en/services/ppc-management,200,yes,yes,no,no,341,0,341,126,0,,no,,true
https://www.kinexisdigital.com/es/services/ppc-management,https://www.kinexisdigital.com/es/services/ppc-management,/es/services/ppc-management,200,yes,yes,no,no,341,0,341,126,0,,no,,true
https://www.kinexisdigital.com/en/services/google-ads,https://www.kinexisdigital.com/en/services/google-ads,/en/services/google-ads,200,yes,yes,no,no,322,0,322,127,0,,no,,true
https://www.kinexisdigital.com/es/services/google-ads,https://www.kinexisdigital.com/es/services/google-ads,/es/services/google-ads,200,yes,yes,no,no,321,0,321,127,0,,no,,true
https://www.kinexisdigital.com/en/services/meta-ads,https://www.kinexisdigital.com/en/services/meta-ads,/en/services/meta-ads,200,yes,yes,no,no,308,0,308,126,0,,no,,true
https://www.kinexisdigital.com/es/services/meta-ads,https://www.kinexisdigital.com/es/services/meta-ads,/es/services/meta-ads,200,yes,yes,no,no,308,0,308,126,0,,no,,true
https://www.kinexisdigital.com/en/services/web-design,https://www.kinexisdigital.com/en/services/web-design,/en/services/web-design,200,yes,yes,no,no,189,0,189,126,0,,no,,true
https://www.kinexisdigital.com/es/services/web-design,https://www.kinexisdigital.com/es/services/web-design,/es/services/web-design,200,yes,yes,no,no,189,0,189,126,0,,no,,true
https://www.kinexisdigital.com/en/services/email-marketing,https://www.kinexisdigital.com/en/services/email-marketing,/en/services/email-marketing,200,yes,yes,no,no,193,0,193,126,0,,no,,true
https://www.kinexisdigital.com/es/services/email-marketing,https://www.kinexisdigital.com/es/services/email-marketing,/es/services/email-marketing,200,yes,yes,no,no,193,0,193,126,0,,no,,true
https://www.kinexisdigital.com/en/services/content-marketing,https://www.kinexisdigital.com/en/services/content-marketing,/en/services/content-marketing,200,yes,yes,no,no,198,0,198,127,0,,no,,true
https://www.kinexisdigital.com/es/services/content-marketing,https://www.kinexisdigital.com/es/services/content-marketing,/es/services/content-marketing,200,yes,yes,no,no,198,0,198,127,0,,no,,true
https://www.kinexisdigital.com/en/services/social-media,https://www.kinexisdigital.com/en/services/social-media,/en/services/social-media,200,yes,yes,no,no,170,0,170,125,0,,no,,true
https://www.kinexisdigital.com/es/services/social-media,https://www.kinexisdigital.com/es/services/social-media,/es/services/social-media,200,yes,yes,no,no,170,0,170,125,0,,no,,true
https://www.kinexisdigital.com/en/services/video-marketing,https://www.kinexisdigital.com/en/services/video-marketing,/en/services/video-marketing,200,yes,yes,no,no,154,0,154,124,0,,no,,true
https://www.kinexisdigital.com/es/services/video-marketing,https://www.kinexisdigital.com/es/services/video-marketing,/es/services/video-marketing,200,yes,yes,no,no,154,0,154,124,0,,no,,true
https://www.kinexisdigital.com/en/services/branding,https://www.kinexisdigital.com/en/services/branding,/en/services/branding,200,yes,yes,no,no,155,0,155,124,0,,no,,true
https://www.kinexisdigital.com/es/services/branding,https://www.kinexisdigital.com/es/services/branding,/es/services/branding,200,yes,yes,no,no,155,0,155,124,0,,no,,true
https://www.kinexisdigital.com/en/services/analytics,https://www.kinexisdigital.com/en/services/analytics,/en/services/analytics,200,yes,yes,no,no,176,0,176,126,0,,no,,true
https://www.kinexisdigital.com/es/services/analytics,https://www.kinexisdigital.com/es/services/analytics,/es/services/analytics,200,yes,yes,no,no,176,0,176,126,0,,no,,true
https://www.kinexisdigital.com/en/services/growth-consulting,https://www.kinexisdigital.com/en/services/growth-consulting,/en/services/growth-consulting,200,yes,yes,no,no,169,0,169,125,0,,no,,true
https://www.kinexisdigital.com/es/services/growth-consulting,https://www.kinexisdigital.com/es/services/growth-consulting,/es/services/growth-consulting,200,yes,yes,no,no,169,0,169,125,0,,no,,true
https://www.kinexisdigital.com/en/services/funnels,https://www.kinexisdigital.com/en/services/funnels,/en/services/funnels,200,yes,yes,no,no,196,0,196,127,0,,no,,true
https://www.kinexisdigital.com/es/services/funnels,https://www.kinexisdigital.com/es/services/funnels,/es/services/funnels,200,yes,yes,no,no,196,0,196,127,0,,no,,true
https://www.kinexisdigital.com/en/services/paid-ads,https://www.kinexisdigital.com/en/services/paid-ads,/en/services/paid-ads,200,yes,yes,no,no,146,0,146,125,0,,no,,true
https://www.kinexisdigital.com/es/services/paid-ads,https://www.kinexisdigital.com/es/services/paid-ads,/es/services/paid-ads,200,yes,yes,no,no,146,0,146,125,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology,https://www.kinexisdigital.com/en/industries/technology,/en/industries/technology,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology,https://www.kinexisdigital.com/es/industries/technology,/es/industries/technology,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce,https://www.kinexisdigital.com/en/industries/ecommerce,/en/industries/ecommerce,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce,https://www.kinexisdigital.com/es/industries/ecommerce,/es/industries/ecommerce,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services,https://www.kinexisdigital.com/en/industries/financial-services,/en/industries/financial-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services,https://www.kinexisdigital.com/es/industries/financial-services,/es/industries/financial-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services,https://www.kinexisdigital.com/en/industries/professional-services,/en/industries/professional-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services,https://www.kinexisdigital.com/es/industries/professional-services,/es/industries/professional-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare,https://www.kinexisdigital.com/en/industries/healthcare,/en/industries/healthcare,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare,https://www.kinexisdigital.com/es/industries/healthcare,/es/industries/healthcare,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing,https://www.kinexisdigital.com/en/industries/manufacturing,/en/industries/manufacturing,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing,https://www.kinexisdigital.com/es/industries/manufacturing,/es/industries/manufacturing,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/hospitality,https://www.kinexisdigital.com/en/industries/hospitality,/en/industries/hospitality,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/hospitality,https://www.kinexisdigital.com/es/industries/hospitality,/es/industries/hospitality,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/home-services,https://www.kinexisdigital.com/en/industries/home-services,/en/industries/home-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/es/industries/home-services,https://www.kinexisdigital.com/es/industries/home-services,/es/industries/home-services,200,yes,yes,no,no,156,0,156,120,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/saas,https://www.kinexisdigital.com/en/industries/technology/saas,/en/industries/technology/saas,200,yes,yes,no,no,151,0,151,126,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/saas,https://www.kinexisdigital.com/es/industries/technology/saas,/es/industries/technology/saas,200,yes,yes,no,no,151,0,151,126,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/startups,https://www.kinexisdigital.com/en/industries/technology/startups,/en/industries/technology/startups,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/startups,https://www.kinexisdigital.com/es/industries/technology/startups,/es/industries/technology/startups,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/ai-companies,https://www.kinexisdigital.com/en/industries/technology/ai-companies,/en/industries/technology/ai-companies,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/ai-companies,https://www.kinexisdigital.com/es/industries/technology/ai-companies,/es/industries/technology/ai-companies,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/software-companies,https://www.kinexisdigital.com/en/industries/technology/software-companies,/en/industries/technology/software-companies,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/software-companies,https://www.kinexisdigital.com/es/industries/technology/software-companies,/es/industries/technology/software-companies,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/fintech,https://www.kinexisdigital.com/en/industries/technology/fintech,/en/industries/technology/fintech,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/fintech,https://www.kinexisdigital.com/es/industries/technology/fintech,/es/industries/technology/fintech,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/technology/cybersecurity,https://www.kinexisdigital.com/en/industries/technology/cybersecurity,/en/industries/technology/cybersecurity,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/technology/cybersecurity,https://www.kinexisdigital.com/es/industries/technology/cybersecurity,/es/industries/technology/cybersecurity,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,/en/industries/ecommerce/shopify-brands,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands,https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands,/es/industries/ecommerce/shopify-brands,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/dtc-brands,https://www.kinexisdigital.com/en/industries/ecommerce/dtc-brands,/en/industries/ecommerce/dtc-brands,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/dtc-brands,https://www.kinexisdigital.com/es/industries/ecommerce/dtc-brands,/es/industries/ecommerce/dtc-brands,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/online-retailers,https://www.kinexisdigital.com/en/industries/ecommerce/online-retailers,/en/industries/ecommerce/online-retailers,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/online-retailers,https://www.kinexisdigital.com/es/industries/ecommerce/online-retailers,/es/industries/ecommerce/online-retailers,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,/en/industries/ecommerce/amazon-sellers,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers,https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers,/es/industries/ecommerce/amazon-sellers,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes,https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes,/en/industries/ecommerce/subscription-boxes,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes,https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes,/es/industries/ecommerce/subscription-boxes,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,/en/industries/ecommerce/b2b-ecommerce,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce,https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce,/es/industries/ecommerce/b2b-ecommerce,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,/en/industries/financial-services/financial-advisors,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors,https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors,/es/industries/financial-services/financial-advisors,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/insurance,https://www.kinexisdigital.com/en/industries/financial-services/insurance,/en/industries/financial-services/insurance,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/insurance,https://www.kinexisdigital.com/es/industries/financial-services/insurance,/es/industries/financial-services/insurance,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/mortgage-lenders,https://www.kinexisdigital.com/en/industries/financial-services/mortgage-lenders,/en/industries/financial-services/mortgage-lenders,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/mortgage-lenders,https://www.kinexisdigital.com/es/industries/financial-services/mortgage-lenders,/es/industries/financial-services/mortgage-lenders,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/banks,https://www.kinexisdigital.com/en/industries/financial-services/banks,/en/industries/financial-services/banks,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/banks,https://www.kinexisdigital.com/es/industries/financial-services/banks,/es/industries/financial-services/banks,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/wealth-management,https://www.kinexisdigital.com/en/industries/financial-services/wealth-management,/en/industries/financial-services/wealth-management,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/wealth-management,https://www.kinexisdigital.com/es/industries/financial-services/wealth-management,/es/industries/financial-services/wealth-management,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/financial-services/credit-unions,https://www.kinexisdigital.com/en/industries/financial-services/credit-unions,/en/industries/financial-services/credit-unions,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/financial-services/credit-unions,https://www.kinexisdigital.com/es/industries/financial-services/credit-unions,/es/industries/financial-services/credit-unions,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/law-firms,https://www.kinexisdigital.com/en/industries/professional-services/law-firms,/en/industries/professional-services/law-firms,200,yes,yes,no,no,148,0,148,125,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/law-firms,https://www.kinexisdigital.com/es/industries/professional-services/law-firms,/es/industries/professional-services/law-firms,200,yes,yes,no,no,148,0,148,125,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/dentists,https://www.kinexisdigital.com/en/industries/professional-services/dentists,/en/industries/professional-services/dentists,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/dentists,https://www.kinexisdigital.com/es/industries/professional-services/dentists,/es/industries/professional-services/dentists,200,yes,yes,no,no,147,0,147,125,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/medical-practices,https://www.kinexisdigital.com/en/industries/professional-services/medical-practices,/en/industries/professional-services/medical-practices,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/medical-practices,https://www.kinexisdigital.com/es/industries/professional-services/medical-practices,/es/industries/professional-services/medical-practices,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/accountants,https://www.kinexisdigital.com/en/industries/professional-services/accountants,/en/industries/professional-services/accountants,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/accountants,https://www.kinexisdigital.com/es/industries/professional-services/accountants,/es/industries/professional-services/accountants,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/consultants,https://www.kinexisdigital.com/en/industries/professional-services/consultants,/en/industries/professional-services/consultants,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/consultants,https://www.kinexisdigital.com/es/industries/professional-services/consultants,/es/industries/professional-services/consultants,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/professional-services/real-estate,https://www.kinexisdigital.com/en/industries/professional-services/real-estate,/en/industries/professional-services/real-estate,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/professional-services/real-estate,https://www.kinexisdigital.com/es/industries/professional-services/real-estate,/es/industries/professional-services/real-estate,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/medical,https://www.kinexisdigital.com/en/industries/healthcare/medical,/en/industries/healthcare/medical,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/medical,https://www.kinexisdigital.com/es/industries/healthcare/medical,/es/industries/healthcare/medical,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/dental,https://www.kinexisdigital.com/en/industries/healthcare/dental,/en/industries/healthcare/dental,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/dental,https://www.kinexisdigital.com/es/industries/healthcare/dental,/es/industries/healthcare/dental,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/wellness,https://www.kinexisdigital.com/en/industries/healthcare/wellness,/en/industries/healthcare/wellness,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/wellness,https://www.kinexisdigital.com/es/industries/healthcare/wellness,/es/industries/healthcare/wellness,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,/en/industries/healthcare/chiropractors,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/chiropractors,https://www.kinexisdigital.com/es/industries/healthcare/chiropractors,/es/industries/healthcare/chiropractors,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy,https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy,/en/industries/healthcare/physical-therapy,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy,https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy,/es/industries/healthcare/physical-therapy,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/healthcare/pharmacies,https://www.kinexisdigital.com/en/industries/healthcare/pharmacies,/en/industries/healthcare/pharmacies,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/healthcare/pharmacies,https://www.kinexisdigital.com/es/industries/healthcare/pharmacies,/es/industries/healthcare/pharmacies,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/industrial,https://www.kinexisdigital.com/en/industries/manufacturing/industrial,/en/industries/manufacturing/industrial,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/industrial,https://www.kinexisdigital.com/es/industries/manufacturing/industrial,/es/industries/manufacturing/industrial,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,/en/industries/manufacturing/b2b-manufacturing,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing,https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing,/es/industries/manufacturing/b2b-manufacturing,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/automotive,https://www.kinexisdigital.com/en/industries/manufacturing/automotive,/en/industries/manufacturing/automotive,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/automotive,https://www.kinexisdigital.com/es/industries/manufacturing/automotive,/es/industries/manufacturing/automotive,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/aerospace,https://www.kinexisdigital.com/en/industries/manufacturing/aerospace,/en/industries/manufacturing/aerospace,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/aerospace,https://www.kinexisdigital.com/es/industries/manufacturing/aerospace,/es/industries/manufacturing/aerospace,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/food-production,https://www.kinexisdigital.com/en/industries/manufacturing/food-production,/en/industries/manufacturing/food-production,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/food-production,https://www.kinexisdigital.com/es/industries/manufacturing/food-production,/es/industries/manufacturing/food-production,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/manufacturing/packaging,https://www.kinexisdigital.com/en/industries/manufacturing/packaging,/en/industries/manufacturing/packaging,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/manufacturing/packaging,https://www.kinexisdigital.com/es/industries/manufacturing/packaging,/es/industries/manufacturing/packaging,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/hospitality/hotels,https://www.kinexisdigital.com/en/industries/hospitality/hotels,/en/industries/hospitality/hotels,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/hospitality/hotels,https://www.kinexisdigital.com/es/industries/hospitality/hotels,/es/industries/hospitality/hotels,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/en/industries/hospitality/resorts,https://www.kinexisdigital.com/en/industries/hospitality/resorts,/en/industries/hospitality/resorts,200,yes,yes,no,no,146,0,146,124,0,,no,,true
https://www.kinexisdigital.com/es/industries/hospitality/resorts,https://www.kinexisdigital.com/es/industries/hospitality/resorts,/es/industries/hospitality/resorts,200,yes,yes,no,no,146,0,146,124,0,,no,,true
